,Region,Province,District,Sector,Subsector,Job Requirement,Program,Type of Program,Demand,Worst Demand,Base Demand,Best Demand,Program_upper
28,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION," _x000D_
 	_x000D_
CARBON STEEL PLATE/ PIPE WELDER ",MANUAL METAL ARC WELDING (MMAW) NC I,With TR,MEDIUM,10,15,30,MANUAL METAL ARC WELDING (MMAW) NC I
29,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION," _x000D_
 	_x000D_
CARBON STEEL PLATE/ PIPE WELDER ",MANUAL METAL ARC WELDING (MMAW) NC III,With TR,MEDIUM,10,15,30,MANUAL METAL ARC WELDING (MMAW) NC III
30,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION," _x000D_
 	_x000D_
CARBON STEEL PLATE/ PIPE WELDER ",MANUAL METAL ARC WELDING (MMAW) NC IV,With TR,MEDIUM,10,15,30,MANUAL METAL ARC WELDING (MMAW) NC IV
31,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION," _x000D_
 	_x000D_
GAS (OXY-ACETYLENE) WELDER",GAS WELDING NC II,With TR,HIGH,30,50,100,GAS WELDING NC II
32,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION," _x000D_
 	_x000D_
TRUCK MOUNTED CRANE OPERATOR",HEAVY EQUIPMENT OPERATION (TRUCK MOUNTED CRANE) NC III,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (TRUCK MOUNTED CRANE) NC III
33,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,AIRCON INSTALLER (COMMERCIAL/ INDUSTRIAL),RAC SERVICING (DOMRAC) NC II,With TR,HIGH,30,50,100,RAC SERVICING (DOMRAC) NC II
34,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,AIRCON INSTALLER (COMMERCIAL/ INDUSTRIAL),RAC SERVICING (DOMRAC) NC II,With TR,HIGH,30,50,100,RAC SERVICING (DOMRAC) NC II
35,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
",AIRLESS PAINTER,CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
36,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
",AIRLESS PAINTER,CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
37,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,BIM MODELER,BASIC 3D BUILDING INFORMATION MODELLING LEVEL III,With CS,LOW,3,5,150,BASIC 3D BUILDING INFORMATION MODELLING LEVEL III
38,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,CARPENTRY (FINISHING & WOODWORKING),CARPENTRY NC II,With TR,MEDIUM,10,15,30,CARPENTRY NC II
39,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,CARPENTRY (FINISHING & WOODWORKING),CARPENTRY NC II,With TR,MEDIUM,10,15,30,CARPENTRY NC II
40,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION RESIDENTIAL CONSTRUCTION HORIZONTAL CONSTRUCTION DIRECT WORKERS,CARPENTRY (FINISHING),CARPENTRY NC II,With TR,MEDIUM,10,15,30,CARPENTRY NC II
41,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION RESIDENTIAL CONSTRUCTION HORIZONTAL CONSTRUCTION DIRECT WORKERS,CARPENTRY (ROUGH),CARPENTRY NC II,With TR,MEDIUM,10,15,30,CARPENTRY NC II
42,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CIVIL ENGINEERING ASSOCIATE,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,Diploma Programs,LOW,3,5,150,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY
43,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,EQUIPMENT OPERATORS AND MAINTENANCE DIRECT WORKERS       ,CONCRETE PUMP OPERATOR,NO CORRESPONDING TVET PROGRAM,New and Emerging,MEDIUM,10,15,30,NO CORRESPONDING TVET PROGRAM
44,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,CONSTRUCTION ASSISTANT (HOUSEKEEPING),NO CORRESPONDING TVET PROGRAM,New and Emerging,HIGH,30,50,100,NO CORRESPONDING TVET PROGRAM
45,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,CONSTRUCTION ASSISTANT (HOUSEKEEPING),NO CORRESPONDING TVET PROGRAM,New and Emerging,HIGH,30,50,100,NO CORRESPONDING TVET PROGRAM
46,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",CONSTRUCTION PAINTER (APPLICATION),CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
47,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",CONSTRUCTION PAINTER (APPLICATION),CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
48,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
","CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))",CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
49,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
","CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))",TILE SETTING NC II,With TR,HIGH,30,50,100,TILE SETTING NC II
50,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CONSTRUCTION SITE SUPERVISOR,CONSTRUCTION SITE SUPERVISION LEVEL IV,With CS,MEDIUM,10,15,30,CONSTRUCTION SITE SUPERVISION LEVEL IV
51,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CONSTRUCTION TRADE SUPERVISOR,CONSTRUCTION TRADE SUPERVISION LEVEL IV,With CS,MEDIUM,10,15,30,CONSTRUCTION TRADE SUPERVISION LEVEL IV
52,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,CRAWLER CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III
53,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,DRY WALL AND CEILING INSTALLER,CARPENTRY NC II,With TR,MEDIUM,10,15,30,CARPENTRY NC II
54,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",DRY WALL AND CEILING INSTALLER,CARPENTRY NC III,With TR,LOW,3,5,150,CARPENTRY NC III
55,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,DRY WALL AND CEILING INSTALLER,CARPENTRY NC II,With TR,MEDIUM,10,15,30,CARPENTRY NC II
56,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",DRY WALL AND CEILING INSTALLER,CARPENTRY NC III,With TR,LOW,3,5,150,CARPENTRY NC III
57,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
",DUMPTRUCK OPERATOR,HEAVY EQUIPMENT OPERATION (RIGID ON-HIGHWAY DUMP TRUCK) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (RIGID ON-HIGHWAY DUMP TRUCK) NC II
58,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELECTRICIAN (COMMERCIAL AND INDUSTRIAL BUILDING),ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
59,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELECTRICIAN (COMMERCIAL AND INDUSTRIAL BUILDING),ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
60,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELEVATOR INSTALLER,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
61,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELEVATOR INSTALLER,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
62,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,FDAS TECHNICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC II
63,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION,FDAS TECHNICIAN ,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC II
64,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,FINISHING MASON,MASONRY NC III,With TR,LOW,3,5,150,MASONRY NC III
65,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,FORKLIFT OPERATOR,HEAVY EQUIPMENT OPERATION (FORKLIFT) NC II,With TR,MEDIUM,10,15,30,HEAVY EQUIPMENT OPERATION (FORKLIFT) NC II
66,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",GLASS INSTALLER (GLAZING WORKS),NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
67,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",GLASS INSTALLER (GLAZING WORKS),NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
68,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECTO WORKERS CORPORATE SUPPORT",HEO BACKHOE LOADER,HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II
69,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECT WORKERS CORPORATE SUPPORT",HEO EXCAVATOR,HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II,With TR,HIGH,30,50,100,HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II
70,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,EQUIPMENT OPERATORS AND MAINTENANCE,HEO TOWER CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (TOWER CRANE) NC III,With TR,MEDIUM,10,15,30,HEAVY EQUIPMENT OPERATION (TOWER CRANE) NC III
71,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",LAMINATE INSTALLER,CARPENTRY NC II,With TR,MEDIUM,10,15,30,CARPENTRY NC II
72,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",LAMINATE INSTALLER,CARPENTRY NC II,With TR,MEDIUM,10,15,30,CARPENTRY NC II
73,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,DIRECT WORKERS VERTICAL INDUSTRIAL HORIZONTAL ,MASONRY (FINISHING),MASONRY NC II,With TR,HIGH,30,50,100,MASONRY NC II
74,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,MASONRY (FINISHING),MASONRY NC I,With TR,HIGH,30,50,100,MASONRY NC I
75,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,MASONRY (FINISHING),MASONRY NC I,With TR,HIGH,30,50,100,MASONRY NC I
76,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,MASONRY (FINISHING),MASONRY NC I,With TR,HIGH,30,50,100,MASONRY NC I
77,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,DIRECT WORKERS VERTICAL INDUSTRIAL HORIZONTAL ,MASONRY (ROUGH CONCRETE),MASONRY NC I,With TR,HIGH,30,50,100,MASONRY NC I
78,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",MOBILE CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (ROUGH TERRAIN CRANE) NC III,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (ROUGH TERRAIN CRANE) NC III
79,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"HORIZONTAL CONSTRUCTION
",MOTOR GRADER OPERATOR,HEAVY EQUIPMENT OPERATION (MOTOR GRADER) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (MOTOR GRADER) NC II
80,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR,HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II
81,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,PAINTER,CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
82,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,PAINTER,CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
83,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,PAVER OPERATOR,HEAVY EQUIPMENT OPERATION (PAVER) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (PAVER) NC II
84,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER,PLUMBING NC III,With TR,LOW,3,5,150,PLUMBING NC III
85,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER,PLUMBING NC III,With TR,LOW,3,5,150,PLUMBING NC III
86,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (FIRE PROTECTION SYSTEM),PIPEFITTING (METALLIC) NC II,With TR,LOW,3,5,150,PIPEFITTING (METALLIC) NC II
87,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (FIRE PROTECTION SYSTEM),PIPEFITTING (METALLIC) NC II,With TR,LOW,3,5,150,PIPEFITTING (METALLIC) NC II
88,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (PUMP EQUIPMENT),PIPEFITTING (METALLIC) NC II,With TR,LOW,3,5,150,PIPEFITTING (METALLIC) NC II
89,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (PUMP EQUIPMENT),PIPEFITTING (METALLIC) NC II,With TR,LOW,3,5,150,PIPEFITTING (METALLIC) NC II
90,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PLUMBER,PLUMBING NC II,With TR,HIGH,30,50,100,PLUMBING NC II
91,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PLUMBER,PLUMBING NC II,With TR,HIGH,30,50,100,PLUMBING NC II
92,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",RIGGER,RIGGING NC I,With TR,LOW,3,5,150,RIGGING NC I
93,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"HORIZONTAL CONSTRUCTION
DIRECT WORKERS",ROAD ROLLER OPERATOR,HEAVY EQUIPMENT OPERATION (ROAD ROLLER) NC II,With TR,HIGH,30,50,100,HEAVY EQUIPMENT OPERATION (ROAD ROLLER) NC II
94,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,ROOF INSTALLER,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
95,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,ROOF INSTALLER,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
96,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL INDUSTRIAL RESIDENTIAL DIRECT WORKS,SCAFFOLDER,SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD),With TR,LOW,3,5,150,SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD)
97,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,SCAFFOLDER,NO CORRESPONDING TVET PROGRAM,New and Emerging,MEDIUM,10,15,30,NO CORRESPONDING TVET PROGRAM
98,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,SCAFFOLDER,NO CORRESPONDING TVET PROGRAM,New and Emerging,MEDIUM,10,15,30,NO CORRESPONDING TVET PROGRAM
99,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL INDUSTRIAL RESIDENTIAL PROJECT MANAGEMENT,"SCAFFOLDER (INSPECTION, QUALITY ASSURANCE)",NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
100,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,"SCAFFOLDER (INSPECTION, QUALITY ASSURANCE)",SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD),With TR,LOW,3,5,150,SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD)
101,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,"SCAFFOLDER (INSPECTION, QUALITY ASSURANCE)",SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD),With TR,LOW,3,5,150,SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD)
102,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,SEALANT APPLICATOR,CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
103,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,SEALANT APPLICATOR,CONSTRUCTION PAINTING NC II,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC II
104,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,SENIOR PAINTER,CONSTRUCTION PAINTING NC III,With TR,HIGH,30,50,100,CONSTRUCTION PAINTING NC III
105,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,SPECIALIZED CARPENTER,CARPENTRY NC III,With TR,LOW,3,5,150,CARPENTRY NC III
106,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
",STEELMAN,REINFORCING STEEL WORKS NC II,With TR,HIGH,30,50,100,REINFORCING STEEL WORKS NC II
107,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,SURVEY ASSISTANT,NO CORRESPONDING TVET PROGRAM,New and Emerging,MEDIUM,10,15,30,NO CORRESPONDING TVET PROGRAM
108,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
",SYSTEM FORWORKS INSTALLER,SYSTEM FORMWORKS INSTALLATION NC II,With TR,HIGH,30,50,100,SYSTEM FORMWORKS INSTALLATION NC II
109,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,TIG PLATE WELDER,GAS TUNGSTEN ARC WELDING (GTAW) NC IV,With TR,MEDIUM,10,15,30,GAS TUNGSTEN ARC WELDING (GTAW) NC IV
110,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",TILE SETTING,TILE SETTING NC II,With TR,HIGH,30,50,100,TILE SETTING NC II
111,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",TILE SETTING,TILE SETTING NC II,With TR,HIGH,30,50,100,TILE SETTING NC II
112,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,"DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",TOWER CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (TOWER CRANE) NC III,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (TOWER CRANE) NC III
113,REGION_VII,CEBU,"Cebu City, District 1",CONSTRUCTION,VERTICAL INDUSTRIAL RESIDENTIAL DIRECT WORKS EQUIPMENT OPERATORS AND MAINTENANCE DIRECT WORKERS       ,TRANSIT MIXER,HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II
