commentId,commentUrl,text,likesCount,threadingDepth,translated_text
1541956826868163,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid0uprHGt81iJqq5vNNZfKMWVfdvNoTVNwxogVS9Sk8bmMvbKZJXoD3nLkoFV9B4bwbl?comment_id=1541956826868163,You may visit the campus ministry of University of Nueva caceres,4,0,You may visit the campus ministry of University of Nueva caceres
904589318708997,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid0uprHGt81iJqq5vNNZfKMWVfdvNoTVNwxogVS9Sk8bmMvbKZJXoD3nLkoFV9B4bwbl?comment_id=904589318708997,"Keep pushing lang, mahirap man pero may purpose yan, alam ni Lord needs mo and di ka niya pababayan basta ilapit mo sa Kanya para ma less ang bigat❤️ FIGHTING!!",0,0,"Just keep pushing, it's hard but it has a purpose, the Lord knows your needs and he won't leave you as long as you bring him closer to Him so that the weight is less ❤️ FIGHTING!!"
2104929073597360,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid0uprHGt81iJqq5vNNZfKMWVfdvNoTVNwxogVS9Sk8bmMvbKZJXoD3nLkoFV9B4bwbl?comment_id=2104929073597360,Message me,0,0,Message me
2101674340669484,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid0uprHGt81iJqq5vNNZfKMWVfdvNoTVNwxogVS9Sk8bmMvbKZJXoD3nLkoFV9B4bwbl?comment_id=2101674340669484,🫂🫂🫂🫂,0,0,
1382254939764352,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid02NFwcXAjL1GQFBwKBCUYTE672Fzf6o3qgfDUyeW35BEnCMbT3CSYxpnq43FPhH6VRl?comment_id=1382254939764352,Tigsabihan mo kuta magtaga-hiso man 🤣🤣,0,0,You should have told me to be a hiso man 🤣🤣
875322851769867,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid02uvCczpqucUowfENKJzrYADSrLYYjJ7NM6AyfGGZJ31d8MZFE7JT5U2x4cKQuhUPEl?comment_id=875322851769867,a,0,0,a
888482393677364,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid02uvCczpqucUowfENKJzrYADSrLYYjJ7NM6AyfGGZJ31d8MZFE7JT5U2x4cKQuhUPEl?comment_id=888482393677364,C,0,0,C
858292360540997,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid02uvCczpqucUowfENKJzrYADSrLYYjJ7NM6AyfGGZJ31d8MZFE7JT5U2x4cKQuhUPEl?comment_id=858292360540997,D,0,0,D
1960077114576321,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid02uvCczpqucUowfENKJzrYADSrLYYjJ7NM6AyfGGZJ31d8MZFE7JT5U2x4cKQuhUPEl?comment_id=1960077114576321,C,0,0,C
1808598723179770,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid02uvCczpqucUowfENKJzrYADSrLYYjJ7NM6AyfGGZJ31d8MZFE7JT5U2x4cKQuhUPEl?comment_id=1808598723179770,C,0,0,C
1297601522431538,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid02uvCczpqucUowfENKJzrYADSrLYYjJ7NM6AyfGGZJ31d8MZFE7JT5U2x4cKQuhUPEl?comment_id=1297601522431538,C,0,0,C
4549598791936369,https://www.facebook.com/greyhoundfreedomwall/posts/pfbid02uvCczpqucUowfENKJzrYADSrLYYjJ7NM6AyfGGZJ31d8MZFE7JT5U2x4cKQuhUPEl?comment_id=4549598791936369,C,0,0,C
